region,date,type,iso_alpha
Philippines,3/14/20,0,PHL
Philippines,3/15/20,0,PHL
Philippines,3/16/20,0.5,PHL
Philippines,3/17/20,0.5,PHL
Philippines,3/18/20,0.5,PHL
Philippines,3/19/20,0.5,PHL
Philippines,3/2/20,0.5,PHL
Philippines,3/20/20,0.5,PHL
Philippines,3/21/20,0.5,PHL
Philippines,3/22/20,0.5,PHL
Philippines,3/23/20,0.5,PHL
Philippines,3/24/20,0.5,PHL
Philippines,3/25/20,0.5,PHL
Philippines,3/26/20,0.5,PHL
Philippines,3/27/20,0.5,PHL
Philippines,3/28/20,0.5,PHL
Philippines,3/29/20,0.5,PHL
Philippines,3/30/20,0.5,PHL
Philippines,3/5/20,0.5,PHL
Philippines,3/6/20,0.5,PHL
Philippines,3/8/20,0.5,PHL
Philippines,3/9/20,0.5,PHL
Philippines,4/2/20,0.5,PHL
Poland,1/23/20,0,POL
Poland,2/2/20,0,POL
Poland,2/23/20,0,POL
Poland,2/25/20,0,POL
Poland,2/27/20,0,POL
Poland,3/10/20,0,POL
Poland,3/11/20,0,POL
Poland,3/12/20,1,POL
Poland,3/13/20,1,POL
Poland,3/14/20,1,POL
Poland,3/15/20,1,POL
Poland,3/16/20,1,POL
Poland,3/17/20,1,POL
Poland,3/18/20,1,POL
Poland,3/19/20,1,POL
Poland,3/2/20,1,POL
Poland,3/20/20,1,POL
Poland,3/21/20,1,POL
Poland,3/22/20,1,POL
Poland,3/23/20,1,POL
Poland,3/24/20,1,POL
Poland,3/25/20,1,POL
Poland,3/26/20,1,POL
Poland,3/27/20,1,POL
Poland,3/28/20,1,POL
Poland,3/29/20,1,POL
Poland,3/30/20,1,POL
Poland,3/5/20,1,POL
Poland,3/6/20,1,POL
Poland,3/8/20,1,POL
Poland,3/9/20,1,POL
Poland,4/2/20,1,POL
Portugal,1/23/20,0,PRT
Portugal,2/2/20,0,PRT
Portugal,2/23/20,0,PRT
Portugal,2/25/20,0,PRT
Portugal,2/27/20,0,PRT
Portugal,3/10/20,0,PRT
Portugal,3/11/20,0,PRT
Portugal,3/12/20,0,PRT
Portugal,3/13/20,0,PRT
Portugal,3/14/20,0,PRT
Portugal,3/15/20,0,PRT
Portugal,3/16/20,0,PRT
Portugal,3/17/20,0,PRT
Portugal,3/18/20,1,PRT
Portugal,3/19/20,1,PRT
Portugal,3/2/20,1,PRT
Portugal,3/20/20,1,PRT
Portugal,3/21/20,1,PRT
Portugal,3/22/20,1,PRT
Portugal,3/23/20,1,PRT
Portugal,3/24/20,1,PRT
Portugal,3/25/20,1,PRT
Portugal,3/26/20,1,PRT
Portugal,3/27/20,1,PRT
Portugal,3/28/20,1,PRT
Portugal,3/29/20,1,PRT
Portugal,3/30/20,1,PRT
Portugal,3/5/20,1,PRT
Portugal,3/6/20,1,PRT
Portugal,3/8/20,1,PRT
Portugal,3/9/20,1,PRT
Portugal,4/2/20,1,PRT
Qatar,1/23/20,0,QAT
Qatar,2/2/20,0,QAT
Qatar,2/23/20,0,QAT
Qatar,2/25/20,0,QAT
Qatar,2/27/20,0,QAT
Qatar,3/10/20,0,QAT
Qatar,3/11/20,1,QAT
Qatar,3/12/20,1,QAT
Qatar,3/13/20,1,QAT
Qatar,3/14/20,1,QAT
Qatar,3/15/20,1,QAT
Qatar,3/16/20,1,QAT
Qatar,3/17/20,1,QAT
Qatar,3/18/20,1,QAT
Qatar,3/19/20,1,QAT
Qatar,3/2/20,1,QAT
Qatar,3/20/20,1,QAT
Qatar,3/21/20,1,QAT
Qatar,3/22/20,1,QAT
Qatar,3/23/20,1,QAT
Qatar,3/24/20,1,QAT
Qatar,3/25/20,1,QAT
Qatar,3/26/20,1,QAT
Qatar,3/27/20,1,QAT
Qatar,3/28/20,1,QAT
Qatar,3/29/20,1,QAT
Qatar,3/30/20,1,QAT
Qatar,3/5/20,1,QAT
Qatar,3/6/20,1,QAT
Qatar,3/8/20,1,QAT
Qatar,3/9/20,1,QAT
Qatar,4/2/20,1,QAT
Romania,1/23/20,0,ROU
Romania,2/2/20,0,ROU
Romania,2/23/20,0,ROU
Romania,2/25/20,0,ROU
Romania,2/27/20,0,ROU
Romania,3/10/20,0,ROU
Romania,3/11/20,0,ROU
Romania,3/12/20,0,ROU
Romania,3/13/20,0,ROU
Romania,3/14/20,0,ROU
Romania,3/15/20,0,ROU
Romania,3/16/20,0,ROU
Romania,3/17/20,0,ROU
Romania,3/18/20,0,ROU
Romania,3/19/20,0,ROU
Romania,3/2/20,0,ROU
Romania,3/20/20,0,ROU
Romania,3/21/20,0,ROU
Romania,3/22/20,0,ROU
Romania,3/23/20,0,ROU
Romania,3/24/20,0,ROU
Romania,3/25/20,1,ROU
Romania,3/26/20,1,ROU
Romania,3/27/20,1,ROU
Romania,3/28/20,1,ROU
Romania,3/29/20,1,ROU
Romania,3/30/20,1,ROU
Romania,3/5/20,1,ROU
Romania,3/6/20,1,ROU
Romania,3/8/20,1,ROU
Romania,3/9/20,1,ROU
Romania,4/2/20,1,ROU
Russia,1/23/20,0,RUS
Russia,2/2/20,0,RUS
Russia,2/23/20,0,RUS
Russia,2/25/20,0,RUS
Russia,2/27/20,0,RUS
Russia,3/10/20,0,RUS
Russia,3/11/20,0,RUS
Russia,3/12/20,0,RUS
Russia,3/13/20,0,RUS
Russia,3/14/20,0,RUS
Russia,3/15/20,0,RUS
Russia,3/16/20,0,RUS
Russia,3/17/20,0,RUS
Russia,3/18/20,0,RUS
Russia,3/19/20,0,RUS
Russia,3/2/20,0,RUS
Russia,3/20/20,0,RUS
Russia,3/21/20,0,RUS
Russia,3/22/20,0,RUS
Russia,3/23/20,0,RUS
Russia,3/24/20,0,RUS
Russia,3/25/20,0,RUS
Russia,3/26/20,0,RUS
Russia,3/27/20,1,RUS
Russia,3/28/20,1,RUS
Russia,3/29/20,1,RUS
Russia,3/30/20,1,RUS
Russia,3/5/20,1,RUS
Russia,3/6/20,1,RUS
Russia,3/8/20,1,RUS
Russia,3/9/20,1,RUS
Russia,4/2/20,1,RUS
Rwanda,1/23/20,0,RWA
Rwanda,2/2/20,0,RWA
Rwanda,2/23/20,0,RWA
Rwanda,2/25/20,0,RWA
Rwanda,2/27/20,0,RWA
Rwanda,3/10/20,0,RWA
Rwanda,3/11/20,0,RWA
Rwanda,3/12/20,0,RWA
Rwanda,3/13/20,0,RWA
Rwanda,3/14/20,0,RWA
Rwanda,3/15/20,0,RWA
Rwanda,3/16/20,1,RWA
Rwanda,3/17/20,1,RWA
Rwanda,3/18/20,1,RWA
Rwanda,3/19/20,1,RWA
Rwanda,3/2/20,1,RWA
Rwanda,3/20/20,1,RWA
Rwanda,3/21/20,1,RWA
Rwanda,3/22/20,1,RWA
Rwanda,3/23/20,1,RWA
Rwanda,3/24/20,1,RWA
Rwanda,3/25/20,1,RWA
Rwanda,3/26/20,1,RWA
Rwanda,3/27/20,1,RWA
Rwanda,3/28/20,1,RWA
Rwanda,3/29/20,1,RWA
Rwanda,3/30/20,1,RWA
Rwanda,3/5/20,1,RWA
Rwanda,3/6/20,1,RWA
Rwanda,3/8/20,1,RWA
Rwanda,3/9/20,1,RWA
Rwanda,4/2/20,1,RWA
Saint Lucia,1/23/20,0,LCA
Saint Lucia,2/2/20,0,LCA
Saint Lucia,2/23/20,0,LCA
Saint Lucia,2/25/20,0,LCA
Saint Lucia,2/27/20,0,LCA
Saint Lucia,3/10/20,0,LCA
Saint Lucia,3/11/20,0,LCA
Saint Lucia,3/12/20,0,LCA
Saint Lucia,3/13/20,0,LCA
Saint Lucia,3/14/20,0,LCA
Saint Lucia,3/15/20,0,LCA
Saint Lucia,3/16/20,0,LCA
Saint Lucia,3/17/20,0,LCA
Saint Lucia,3/18/20,0,LCA
Saint Lucia,3/19/20,0,LCA
Saint Lucia,3/2/20,0,LCA
Saint Lucia,3/20/20,1,LCA
Saint Lucia,3/21/20,1,LCA
Saint Lucia,3/22/20,1,LCA
Saint Lucia,3/23/20,1,LCA
Saint Lucia,3/24/20,1,LCA
Saint Lucia,3/25/20,1,LCA
Saint Lucia,3/26/20,1,LCA
Saint Lucia,3/27/20,1,LCA
Saint Lucia,3/28/20,1,LCA
Saint Lucia,3/29/20,1,LCA
Saint Lucia,3/30/20,1,LCA
Saint Lucia,3/5/20,1,LCA
Saint Lucia,3/6/20,1,LCA
Saint Lucia,3/8/20,1,LCA
Saint Lucia,3/9/20,1,LCA
Saint Lucia,4/2/20,1,LCA
San Marino,1/23/20,0,SMR
San Marino,2/2/20,0,SMR
San Marino,2/23/20,0,SMR
San Marino,2/25/20,0,SMR
San Marino,2/27/20,0,SMR
San Marino,3/10/20,0,SMR
San Marino,3/11/20,0,SMR
San Marino,3/12/20,0,SMR
San Marino,3/13/20,0,SMR
San Marino,3/14/20,0,SMR
San Marino,3/15/20,0,SMR
San Marino,3/16/20,0,SMR
San Marino,3/17/20,0,SMR
San Marino,3/18/20,0,SMR
San Marino,3/19/20,0,SMR
San Marino,3/2/20,0,SMR
San Marino,3/20/20,0,SMR
San Marino,3/21/20,0,SMR
San Marino,3/22/20,0,SMR
San Marino,3/23/20,0,SMR
San Marino,3/24/20,0,SMR
San Marino,3/25/20,0,SMR
San Marino,3/26/20,0,SMR
San Marino,3/27/20,0,SMR
San Marino,3/28/20,0,SMR
San Marino,3/29/20,0,SMR
San Marino,3/30/20,0,SMR
San Marino,3/5/20,0,SMR
San Marino,3/6/20,0,SMR
San Marino,3/8/20,0,SMR
San Marino,3/9/20,1,SMR
San Marino,4/2/20,1,SMR
Saudi Arabia,1/23/20,0,SAU
Saudi Arabia,2/2/20,0,SAU
Saudi Arabia,2/23/20,0,SAU
Saudi Arabia,2/25/20,0,SAU
Saudi Arabia,2/27/20,0,SAU
Saudi Arabia,3/10/20,0,SAU
Saudi Arabia,3/11/20,0,SAU
Saudi Arabia,3/12/20,0,SAU
Saudi Arabia,3/13/20,0,SAU
Saudi Arabia,3/14/20,0,SAU
Saudi Arabia,3/15/20,1,SAU
Saudi Arabia,3/16/20,1,SAU
Saudi Arabia,3/17/20,1,SAU
Saudi Arabia,3/18/20,1,SAU
Saudi Arabia,3/19/20,1,SAU
Saudi Arabia,3/2/20,1,SAU
Saudi Arabia,3/20/20,1,SAU
Saudi Arabia,3/21/20,1,SAU
Saudi Arabia,3/22/20,1,SAU
Saudi Arabia,3/23/20,1,SAU
Saudi Arabia,3/24/20,1,SAU
Saudi Arabia,3/25/20,1,SAU
Saudi Arabia,3/26/20,1,SAU
Saudi Arabia,3/27/20,1,SAU
Saudi Arabia,3/28/20,1,SAU
Saudi Arabia,3/29/20,1,SAU
Saudi Arabia,3/30/20,1,SAU
Saudi Arabia,3/5/20,1,SAU
Saudi Arabia,3/6/20,1,SAU
Saudi Arabia,3/8/20,1,SAU
Saudi Arabia,3/9/20,1,SAU
Saudi Arabia,4/2/20,1,SAU
Senegal,1/23/20,0,SEN
Senegal,2/2/20,0,SEN
Senegal,2/23/20,0,SEN
Senegal,2/25/20,0,SEN
Senegal,2/27/20,0,SEN
Senegal,3/10/20,0,SEN
Senegal,3/11/20,0,SEN
Senegal,3/12/20,0,SEN
Senegal,3/13/20,0,SEN
Senegal,3/14/20,0,SEN
Senegal,3/15/20,0,SEN
Senegal,3/16/20,0,SEN
Senegal,3/17/20,0,SEN
Senegal,3/18/20,0,SEN
Senegal,3/19/20,0,SEN
Senegal,3/2/20,0,SEN
Senegal,3/20/20,0,SEN
Senegal,3/21/20,0,SEN
Senegal,3/22/20,0,SEN
Senegal,3/23/20,0,SEN
Senegal,3/24/20,0.5,SEN
Senegal,3/25/20,0.5,SEN
Senegal,3/26/20,0.5,SEN
Senegal,3/27/20,0.5,SEN
Senegal,3/28/20,0.5,SEN
Senegal,3/29/20,0.5,SEN
Senegal,3/30/20,0.5,SEN
Senegal,3/5/20,0.5,SEN
Senegal,3/6/20,0.5,SEN
Senegal,3/8/20,0.5,SEN
Senegal,3/9/20,0.5,SEN
Senegal,4/2/20,0.5,SEN
Serbia,1/23/20,0,SRB
Serbia,2/2/20,0,SRB
Serbia,2/23/20,0,SRB
Serbia,2/25/20,0,SRB
Serbia,2/27/20,0,SRB
Serbia,3/10/20,0,SRB
Serbia,3/11/20,0,SRB
Serbia,3/12/20,0,SRB
Serbia,3/13/20,0,SRB
Serbia,3/14/20,0,SRB
Serbia,3/15/20,1,SRB
Serbia,3/16/20,1,SRB
Serbia,3/17/20,1,SRB
Serbia,3/18/20,1,SRB
Serbia,3/19/20,1,SRB
Serbia,3/2/20,1,SRB
Serbia,3/20/20,1,SRB
Serbia,3/21/20,1,SRB
Serbia,3/22/20,1,SRB
Serbia,3/23/20,1,SRB
Serbia,3/24/20,1,SRB
Serbia,3/25/20,1,SRB
Serbia,3/26/20,1,SRB
Serbia,3/27/20,1,SRB
Serbia,3/28/20,1,SRB
Serbia,3/29/20,1,SRB
Serbia,3/30/20,1,SRB
Serbia,3/5/20,1,SRB
Serbia,3/6/20,1,SRB
Serbia,3/8/20,1,SRB
Serbia,3/9/20,1,SRB
Serbia,4/2/20,1,SRB
Singapore,1/23/20,0,SGP
Singapore,2/2/20,0,SGP
Singapore,2/23/20,0,SGP
Singapore,2/25/20,0,SGP
Singapore,2/27/20,0,SGP
Singapore,3/10/20,0,SGP
Singapore,3/11/20,0,SGP
Singapore,3/12/20,0,SGP
Singapore,3/13/20,0,SGP
Singapore,3/14/20,0,SGP
Singapore,3/15/20,0,SGP
Singapore,3/16/20,0,SGP
Singapore,3/17/20,0,SGP
Singapore,3/18/20,0,SGP
Singapore,3/19/20,0,SGP
Singapore,3/2/20,0,SGP
Singapore,3/20/20,0,SGP
Singapore,3/21/20,0,SGP
Singapore,3/22/20,0,SGP
Singapore,3/23/20,0,SGP
Singapore,3/24/20,0,SGP
Singapore,3/25/20,0,SGP
Singapore,3/26/20,0.5,SGP
Singapore,3/27/20,0.5,SGP
Singapore,3/28/20,0.5,SGP
Singapore,3/29/20,0.5,SGP
Singapore,3/30/20,0.5,SGP
Singapore,3/5/20,0.5,SGP
Singapore,3/6/20,0.5,SGP
Singapore,3/8/20,0.5,SGP
Singapore,3/9/20,0.5,SGP
Singapore,4/2/20,0.5,SGP
Slovakia,1/23/20,0,SVK
Slovakia,2/2/20,0,SVK
Slovakia,2/23/20,0,SVK
Slovakia,2/25/20,0,SVK
Slovakia,2/27/20,0,SVK
Slovakia,3/10/20,0,SVK
Slovakia,3/11/20,0,SVK
Slovakia,3/12/20,0,SVK
Slovakia,3/13/20,0,SVK
Slovakia,3/14/20,0,SVK
Slovakia,3/15/20,0,SVK
Slovakia,3/16/20,0,SVK
Slovakia,3/17/20,0,SVK
Slovakia,3/18/20,0,SVK
Slovakia,3/19/20,0,SVK
Slovakia,3/2/20,0,SVK
Slovakia,3/20/20,0,SVK
Slovakia,3/21/20,0,SVK
Slovakia,3/22/20,0,SVK
Slovakia,3/23/20,0,SVK
Slovakia,3/24/20,0,SVK
Slovakia,3/25/20,0,SVK
Slovakia,3/26/20,0,SVK
Slovakia,3/27/20,0,SVK
Slovakia,3/28/20,0,SVK
Slovakia,3/29/20,0,SVK
Slovakia,3/30/20,0,SVK
Slovakia,3/5/20,0,SVK
Slovakia,3/6/20,0,SVK
Slovakia,3/8/20,0,SVK
Slovakia,3/9/20,1,SVK
Slovakia,4/2/20,1,SVK
Slovenia,1/23/20,0,SVN
Slovenia,2/2/20,0,SVN
Slovenia,2/23/20,0,SVN
Slovenia,2/25/20,0,SVN
Slovenia,2/27/20,0,SVN
Slovenia,3/10/20,0,SVN
Slovenia,3/11/20,1,SVN
Slovenia,3/12/20,1,SVN
Slovenia,3/13/20,1,SVN
Slovenia,3/14/20,1,SVN
Slovenia,3/15/20,1,SVN
Slovenia,3/16/20,1,SVN
Slovenia,3/17/20,1,SVN
Slovenia,3/18/20,1,SVN
Slovenia,3/19/20,1,SVN
Slovenia,3/2/20,1,SVN
Slovenia,3/20/20,1,SVN
Slovenia,3/21/20,1,SVN
Slovenia,3/22/20,1,SVN
Slovenia,3/23/20,1,SVN
Slovenia,3/24/20,1,SVN
Slovenia,3/25/20,1,SVN
Slovenia,3/26/20,1,SVN
Slovenia,3/27/20,1,SVN
Slovenia,3/28/20,1,SVN
Slovenia,3/29/20,1,SVN
Slovenia,3/30/20,1,SVN
Slovenia,3/5/20,1,SVN
Slovenia,3/6/20,1,SVN
Slovenia,3/8/20,1,SVN
Slovenia,3/9/20,1,SVN
Slovenia,4/2/20,1,SVN
Somalia,1/23/20,0,SOM
Somalia,2/2/20,0,SOM
Somalia,2/23/20,0,SOM
Somalia,2/25/20,0,SOM
Somalia,2/27/20,0,SOM
Somalia,3/10/20,0,SOM
Somalia,3/11/20,0,SOM
Somalia,3/12/20,0,SOM
Somalia,3/13/20,0,SOM
Somalia,3/14/20,0,SOM
Somalia,3/15/20,0,SOM
Somalia,3/16/20,0,SOM
Somalia,3/17/20,0,SOM
Somalia,3/18/20,0,SOM
Somalia,3/19/20,1,SOM
Somalia,3/2/20,1,SOM
Somalia,3/20/20,1,SOM
Somalia,3/21/20,1,SOM
Somalia,3/22/20,1,SOM
Somalia,3/23/20,1,SOM
Somalia,3/24/20,1,SOM
Somalia,3/25/20,1,SOM
Somalia,3/26/20,1,SOM
Somalia,3/27/20,1,SOM
Somalia,3/28/20,1,SOM
Somalia,3/29/20,1,SOM
Somalia,3/30/20,1,SOM
Somalia,3/5/20,1,SOM
Somalia,3/6/20,1,SOM
Somalia,3/8/20,1,SOM
Somalia,3/9/20,1,SOM
Somalia,4/2/20,1,SOM
South Africa,1/23/20,0,ZAF
South Africa,2/2/20,0,ZAF
South Africa,2/23/20,0,ZAF
South Africa,2/25/20,0,ZAF
South Africa,2/27/20,0,ZAF
South Africa,3/10/20,0,ZAF
South Africa,3/11/20,0,ZAF
South Africa,3/12/20,0,ZAF
South Africa,3/13/20,0,ZAF
South Africa,3/14/20,0,ZAF
South Africa,3/15/20,0,ZAF
South Africa,3/16/20,0,ZAF
South Africa,3/17/20,0,ZAF
South Africa,3/18/20,0,ZAF
South Africa,3/19/20,0,ZAF
South Africa,3/2/20,0,ZAF
South Africa,3/20/20,0,ZAF
South Africa,3/21/20,0,ZAF
South Africa,3/22/20,0,ZAF
South Africa,3/23/20,0,ZAF
South Africa,3/24/20,0,ZAF
South Africa,3/25/20,0,ZAF
South Africa,3/26/20,1,ZAF
South Africa,3/27/20,1,ZAF
South Africa,3/28/20,1,ZAF
South Africa,3/29/20,1,ZAF
South Africa,3/30/20,1,ZAF
South Africa,3/5/20,1,ZAF
South Africa,3/6/20,1,ZAF
South Africa,3/8/20,1,ZAF
South Africa,3/9/20,1,ZAF
South Africa,4/2/20,1,ZAF
South Korea,1/23/20,0,KOR
South Korea,2/2/20,0,KOR
South Korea,2/23/20,1,KOR
South Korea,2/25/20,1,KOR
South Korea,2/27/20,1,KOR
South Korea,3/10/20,1,KOR
South Korea,3/11/20,1,KOR
South Korea,3/12/20,1,KOR
South Korea,3/13/20,1,KOR
South Korea,3/14/20,1,KOR
South Korea,3/15/20,1,KOR
South Korea,3/16/20,1,KOR
South Korea,3/17/20,1,KOR
South Korea,3/18/20,1,KOR
South Korea,3/19/20,1,KOR
South Korea,3/2/20,1,KOR
South Korea,3/20/20,1,KOR
South Korea,3/21/20,1,KOR
South Korea,3/22/20,1,KOR
South Korea,3/23/20,1,KOR
South Korea,3/24/20,1,KOR
South Korea,3/25/20,1,KOR
South Korea,3/26/20,1,KOR
South Korea,3/27/20,1,KOR
South Korea,3/28/20,1,KOR
South Korea,3/29/20,1,KOR
South Korea,3/30/20,1,KOR
South Korea,3/5/20,1,KOR
South Korea,3/6/20,1,KOR
South Korea,3/8/20,1,KOR
South Korea,3/9/20,1,KOR
South Korea,4/2/20,1,KOR
Spain,1/23/20,0,ESP
Spain,2/2/20,0,ESP
Spain,2/23/20,0,ESP
Spain,2/25/20,0,ESP
Spain,2/27/20,0,ESP
Spain,3/10/20,0,ESP
Spain,3/11/20,0,ESP
Spain,3/12/20,0,ESP
Spain,3/13/20,0,ESP
Spain,3/14/20,1,ESP
Spain,3/15/20,1,ESP
Spain,3/16/20,1,ESP
Spain,3/17/20,1,ESP
Spain,3/18/20,1,ESP
Spain,3/19/20,1,ESP
Spain,3/2/20,1,ESP
Spain,3/20/20,1,ESP
Spain,3/21/20,1,ESP
Spain,3/22/20,1,ESP
Spain,3/23/20,1,ESP
Spain,3/24/20,1,ESP
Spain,3/25/20,1,ESP
Spain,3/26/20,1,ESP
Spain,3/27/20,1,ESP
Spain,3/28/20,1,ESP
Spain,3/29/20,1,ESP
Spain,3/30/20,1,ESP
Spain,3/5/20,1,ESP
Spain,3/6/20,1,ESP
Spain,3/8/20,1,ESP
Spain,3/9/20,1,ESP
Spain,4/2/20,1,ESP
Sri Lanka,1/23/20,0,LKA
Sri Lanka,2/2/20,0,LKA
Sri Lanka,2/23/20,0,LKA
Sri Lanka,2/25/20,0,LKA
Sri Lanka,2/27/20,0,LKA
Sri Lanka,3/10/20,0,LKA
Sri Lanka,3/11/20,0,LKA
Sri Lanka,3/12/20,0,LKA
Sri Lanka,3/13/20,0,LKA
Sri Lanka,3/14/20,0,LKA
Sri Lanka,3/15/20,0,LKA
Sri Lanka,3/16/20,0,LKA
Sri Lanka,3/17/20,0,LKA
Sri Lanka,3/18/20,0,LKA
Sri Lanka,3/19/20,0,LKA
Sri Lanka,3/2/20,0,LKA
Sri Lanka,3/20/20,0,LKA
Sri Lanka,3/21/20,1,LKA
Sri Lanka,3/22/20,1,LKA
Sri Lanka,3/23/20,1,LKA
Sri Lanka,3/24/20,1,LKA
Sri Lanka,3/25/20,1,LKA
Sri Lanka,3/26/20,1,LKA
Sri Lanka,3/27/20,1,LKA
Sri Lanka,3/28/20,1,LKA
Sri Lanka,3/29/20,1,LKA
Sri Lanka,3/30/20,1,LKA
Sri Lanka,3/5/20,1,LKA
Sri Lanka,3/6/20,1,LKA
Sri Lanka,3/8/20,1,LKA
Sri Lanka,3/9/20,1,LKA
Sri Lanka,4/2/20,1,LKA
Switzerland,1/23/20,0,CHE
Switzerland,2/2/20,0,CHE
Switzerland,2/23/20,0,CHE
Switzerland,2/25/20,0,CHE
Switzerland,2/27/20,0,CHE
Switzerland,3/10/20,0,CHE
Switzerland,3/11/20,0,CHE
Switzerland,3/12/20,0,CHE
Switzerland,3/13/20,0,CHE
Switzerland,3/14/20,0,CHE
Switzerland,3/15/20,0,CHE
Switzerland,3/16/20,0,CHE
Switzerland,3/17/20,0,CHE
Switzerland,3/18/20,1,CHE
Switzerland,3/19/20,1,CHE
Switzerland,3/2/20,1,CHE
Switzerland,3/20/20,1,CHE
Switzerland,3/21/20,1,CHE
Switzerland,3/22/20,1,CHE
Switzerland,3/23/20,1,CHE
Switzerland,3/24/20,1,CHE
Switzerland,3/25/20,1,CHE
Switzerland,3/26/20,1,CHE
Switzerland,3/27/20,1,CHE
Switzerland,3/28/20,1,CHE
Switzerland,3/29/20,1,CHE
Switzerland,3/30/20,1,CHE
Switzerland,3/5/20,1,CHE
Switzerland,3/6/20,1,CHE
Switzerland,3/8/20,1,CHE
Switzerland,3/9/20,1,CHE
Switzerland,4/2/20,1,CHE
Syrian Arab Republic,1/23/20,0,SYR
Syrian Arab Republic,2/2/20,0,SYR
Syrian Arab Republic,2/23/20,0,SYR
Syrian Arab Republic,2/25/20,0,SYR
Syrian Arab Republic,2/27/20,0,SYR
Syrian Arab Republic,3/10/20,0,SYR
Syrian Arab Republic,3/11/20,0,SYR
Syrian Arab Republic,3/12/20,0,SYR
Syrian Arab Republic,3/13/20,0,SYR
Syrian Arab Republic,3/14/20,1,SYR
Syrian Arab Republic,3/15/20,1,SYR
Syrian Arab Republic,3/16/20,1,SYR
Syrian Arab Republic,3/17/20,1,SYR
Syrian Arab Republic,3/18/20,1,SYR
Syrian Arab Republic,3/19/20,1,SYR
Syrian Arab Republic,3/2/20,1,SYR
Syrian Arab Republic,3/20/20,1,SYR
Syrian Arab Republic,3/21/20,1,SYR
Syrian Arab Republic,3/22/20,1,SYR
Syrian Arab Republic,3/23/20,1,SYR
Syrian Arab Republic,3/24/20,1,SYR
Syrian Arab Republic,3/25/20,1,SYR
Syrian Arab Republic,3/26/20,1,SYR
Syrian Arab Republic,3/27/20,1,SYR
Syrian Arab Republic,3/28/20,1,SYR
Syrian Arab Republic,3/29/20,1,SYR
Syrian Arab Republic,3/30/20,1,SYR
Syrian Arab Republic,3/5/20,1,SYR
Syrian Arab Republic,3/6/20,1,SYR
Syrian Arab Republic,3/8/20,1,SYR
Syrian Arab Republic,3/9/20,1,SYR
Syrian Arab Republic,4/2/20,1,SYR
Taiwan*,1/23/20,0,TWN
Taiwan*,2/2/20,1,TWN
Taiwan*,2/23/20,1,TWN
Taiwan*,2/25/20,1,TWN
Taiwan*,2/27/20,1,TWN
Taiwan*,3/10/20,1,TWN
Taiwan*,3/11/20,1,TWN
Taiwan*,3/12/20,1,TWN
Taiwan*,3/13/20,1,TWN
Taiwan*,3/14/20,1,TWN
Taiwan*,3/15/20,1,TWN
Taiwan*,3/16/20,1,TWN
Taiwan*,3/17/20,1,TWN
Taiwan*,3/18/20,1,TWN
Taiwan*,3/19/20,1,TWN
Taiwan*,3/2/20,1,TWN
Taiwan*,3/20/20,1,TWN
Taiwan*,3/21/20,1,TWN
Taiwan*,3/22/20,1,TWN
Taiwan*,3/23/20,1,TWN
Taiwan*,3/24/20,1,TWN
Taiwan*,3/25/20,1,TWN
Taiwan*,3/26/20,1,TWN
Taiwan*,3/27/20,1,TWN
Taiwan*,3/28/20,1,TWN
Taiwan*,3/29/20,1,TWN
Taiwan*,3/30/20,1,TWN
Taiwan*,3/5/20,1,TWN
Taiwan*,3/6/20,1,TWN
Taiwan*,3/8/20,1,TWN
Taiwan*,3/9/20,1,TWN
Taiwan*,4/2/20,1,TWN
Thailand,1/23/20,0,THA
Thailand,2/2/20,0,THA
Thailand,2/23/20,0,THA
Thailand,2/25/20,0,THA
Thailand,2/27/20,0,THA
Thailand,3/10/20,0,THA
Thailand,3/11/20,0,THA
Thailand,3/12/20,0,THA
Thailand,3/13/20,0,THA
Thailand,3/14/20,0,THA
Thailand,3/15/20,0,THA
Thailand,3/16/20,0,THA
Thailand,3/17/20,0,THA
Thailand,3/18/20,0,THA
Thailand,3/19/20,0,THA
Thailand,3/2/20,0,THA
Thailand,3/20/20,0,THA
Thailand,3/21/20,0,THA
Thailand,3/22/20,1,THA
Thailand,3/23/20,1,THA
Thailand,3/24/20,1,THA
Thailand,3/25/20,1,THA
Thailand,3/26/20,1,THA
Thailand,3/27/20,1,THA
Thailand,3/28/20,1,THA
Thailand,3/29/20,1,THA
Thailand,3/30/20,1,THA
Thailand,3/5/20,1,THA
Thailand,3/6/20,1,THA
Thailand,3/8/20,1,THA
Thailand,3/9/20,1,THA
Thailand,4/2/20,1,THA
Togo,1/23/20,0,TGO
Togo,2/2/20,0,TGO
Togo,2/23/20,0,TGO
Togo,2/25/20,0,TGO
Togo,2/27/20,0,TGO
Togo,3/10/20,0,TGO
Togo,3/11/20,0,TGO
Togo,3/12/20,0,TGO
Togo,3/13/20,0,TGO
Togo,3/14/20,0,TGO
Togo,3/15/20,0,TGO
Togo,3/16/20,0,TGO
Togo,3/17/20,0,TGO
Togo,3/18/20,0,TGO
Togo,3/19/20,0,TGO
Togo,3/2/20,0,TGO
Togo,3/20/20,0.5,TGO
Togo,3/21/20,0.5,TGO
Togo,3/22/20,0.5,TGO
Togo,3/23/20,0.5,TGO
Togo,3/24/20,0.5,TGO
Togo,3/25/20,0.5,TGO
Togo,3/26/20,0.5,TGO
Togo,3/27/20,0.5,TGO
Togo,3/28/20,0.5,TGO
Togo,3/29/20,0.5,TGO
Togo,3/30/20,0.5,TGO
