date,Afghanistan,Albania,Algeria,Andorra,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,Colombia,Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Finland,France,Georgia,Germany,Ghana,Greece,Guinea,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,South Korea,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Lithuania,Luxembourg,Malaysia,Malta,Mauritius,Mexico,Moldova,Montenegro,Morocco,Netherlands,New Zealand,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,San Marino,Saudi Arabia,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Taiwan*,Thailand,Trinidad and Tobago,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Venezuela,Vietnam,West Bank and Gaza
2020-04-20,6.472828424706267,3.3585174880929123,4.875409736976162,1.5322471019113844,4.279860812890579,3.8074609879588106,0.4493484370588237,0.7462265053156317,3.1871573408216003,4.1177725777965595,20.062909528649456,9.703569192913996,3.9614634998786404,7.876099750159342,3.645622736617941,8.596656519146755,0.24381116764733424,4.725203936807754,1.917579949326953,0,4.8743647672601975,5.873691016217382,5.045703304236349,4.611156977478433,5.762029372583825,1.2718715744942137,5.571865447423437,1.853699148592806,6.157553594299954,2.12116490518283,1.9501353809111777,2.4960087711026238,17.452573536172327,6.7874783897066955,4.458645571394652,6.198367966696039,6.481607746022903,2.1959776722991173,3.673769361733973,3.2785913506585183,6.191393022629106,1.9158075535597414,9.605677010364234,0.6321382419599267,9.66101311423296,2.829805009967442,0.23600379240526306,4.739330539970021,0.5598517156552463,8.648543856224792,6.162446501829606,1.8891630598202092,1.9835688815562635,5.705577645005366,2.301068050462233,1.9345519415499002,6.660048327653441,1.0860001407774582,7.308945206877142,4.611214978410623,0.18614430102275778,7.950297671096021,6.854838884350952,4.619287805260826,1.9434320755320478,0.928324030294377,3.6828320294295094,1.3159658576663569,1.6220168186191393,1.7752884858434737,0.18435291509072047,8.446713570555271,5.426491159172753,1.8738873244999787,8.639537324169325,3.517770418624836,0.9203376917598538,2.8501491261007685,10.28208124282699,5.683209393146571,1.2737241225569296,9.52880086462758,6.637616220754694,4.389031376363328,5.7117205021114685,8.020264341711133,3.8091408577642336,4.925774217732422,2.9757763854752963,9.669903694013927,4.7232794835336005,14.720289378815028,1.9937262783932264,4.63269026971677,11.6617106823542,3.8898167521365545,7.225292930386043,15.78819438142586,6.783645866107076,1.5913434707811887,5.708441179494124,2.567970863679281,3.7611627862751185,4.609929398541827,1.2826731028561318,0.9740373913703934,1.13562566389942,0.11757862617778336,3.1281727144247227,5.842721456749474,9.749086974549355,6.563229966466714,5.006439964826777,1.400020622639005,4.5229026626367075,6.328038480495501,5.12256955029889,0.1500389460386664,5.7560735360644655
2020-04-19,7.410201689012992,3.510726478099387,4.9030438723832575,1.6925111074564885,4.518969751121811,3.6939875587217377,0.5550284394241212,0.8405678864512304,3.6205145563720156,6.192500589107408,21.780516498723753,10.43754415344941,4.122362296604239,8.504734915332257,3.7841004269964396,8.98241013457756,0.14634361649258723,4.779306890730946,2.2196757021431943,0,4.0223938029856505,5.955135561365872,5.115076018461055,4.378357163787339,5.317258677813023,1.4812139671123086,4.858102918689022,2.181529785363175,6.388784953755596,2.755956570208551,1.8458658070641694,2.615096089817004,22.004572648096982,6.87539012298027,3.5588489478810548,6.442709571497159,6.711320945794992,2.307727415809513,3.547003426420766,3.640554563067274,6.8419683709931345,2.0058275238622545,6.986355694302445,0.8123738884089571,11.254063639713145,2.7468102775514813,0.2958511485038118,4.705181692149241,0.5893214786767113,8.907379918012262,6.582566863194206,1.9864731096580195,1.8837212573090973,6.759699281323132,2.7112499382501154,1.9682746080047497,7.261096159587092,0.9991476878431419,8.238557910982692,4.61033360293243,0.21170522771618572,9.773752488836495,6.461885555154294,4.794547526744168,1.554362325372242,1.1307586556741356,2.9434118498423922,1.352965681201579,1.9424355282807726,1.9992058643068262,0.10245184554338316,8.266736586500745,6.067086255884828,2.0633356399313887,8.823728031272974,3.535707863082438,1.0514566727673962,3.3021561808896704,9.78451053734201,6.175945073335247,1.2827474906214498,10.571815127997807,6.767006399660658,4.343994412500189,6.703168835053723,9.71838103690877,4.26361571289402,4.871678183959978,2.9383087699362154,9.414654036453822,4.9567646877931875,15.128421635709703,2.3256752771501152,4.51970302595277,10.839892602284907,4.008743685807799,8.243474626431224,15.14958622373205,7.063602207655968,1.6695995588964212,5.5130662908499035,2.6696107027208185,3.1044203040451266,4.731262236831342,1.3104541250087864,0.6497292067612589,1.1485880970056428,0.17636793926667504,3.6473410464787026,6.200195582108055,10.490876151794573,7.431604438764265,5.133529884229482,1.136830188789421,4.676534385558417,8.204671052250607,4.136617690162396,0.27639962895760206,6.764897017802407
2020-04-18,7.996199520352665,3.587000732883746,4.751366941388424,1.9262375936261344,4.820796629618518,3.628589504926172,0.5854674632930656,0.9164307854041764,3.880035842973214,8.220116285344085,24.204081990466463,12.353807422951334,4.152239365258614,9.14201719617267,4.053680253283794,8.68226905664562,0.048876065337840245,4.5334881584934665,2.4478475323215974,0.11037769243827562,4.110383333780014,5.972652921864634,5.099584977309808,3.9301669340550793,4.441864409366181,1.7592676870818187,4.3066592520587905,2.6011659901846875,6.5915856114380595,3.29080395193615,1.8417397367433308,2.6890912833789895,24.48435601199572,6.551962092706394,2.9090773988892296,6.654969619393454,6.923040420024473,2.2265692710634686,3.3303746179812763,5.615372814901032,7.486313041166648,1.9882676568849567,6.679056258360183,1.0092483715795186,11.94751919705627,2.3034119563997146,0.32321926579545285,4.671318505106137,0.5890098614730924,9.171673097037443,6.975240060071286,2.0836957294663025,1.813757872717477,7.560840153321805,3.1133169573660893,2.0176718758309287,7.3825365807262,1.0294763610594264,9.502396403901278,4.470527874520609,0.23489399410424974,11.10580104320893,5.98069320689496,5.252004314827337,1.3356733523784674,1.2653551070889095,2.2683225591381437,1.2243122537095363,2.330196920759353,2.1659927765644773,0.12439494839981229,8.390834387665102,6.6118673163534,2.451527135440886,8.656926216959304,3.565777687179842,1.180541553874311,3.612737988129363,8.404779657730195,6.656785232976066,1.3286869778134018,11.914936304021605,6.5160350544538765,4.514873771917112,6.771579851357005,11.079653355222755,4.712542260171622,4.630391604103819,3.0586946620407764,9.013713081457123,5.040201276099195,15.22600164887559,2.6475297065868895,4.258285798563229,10.121500493400363,3.88111882307803,9.009675280719083,14.76205429637502,6.812271910877839,1.5263898888072225,5.387682354020562,2.567782431038664,3.331388537526392,4.610868337499441,1.279867248061713,0.375194139175498,1.1676117940221682,0.2357849035155013,3.782607749566306,6.700353570580038,10.675886314766087,8.337924272946402,5.276416734325158,0.7874925486903198,4.782222501710209,10.162649460697743,3.089169913449504,0.48090686646059905,6.646659168876738
2020-04-17,8.499372530303624,3.669039626828896,4.465734689815097,2.1110246919930833,4.752834775179315,3.5391413869287014,0.6201499121452958,0.9980908599793725,4.266387021551392,10.594823425759946,24.889519219111595,13.392963230766583,4.396301165356979,9.080902103369418,4.105779108480319,8.092777352535048,0,3.9375879849648485,2.9540164171144356,0.2767753154310733,2.868238065772973,5.654772615916796,4.987878634984096,4.211055681532209,3.7416778155409927,2.078986207007009,5.128594932769211,2.927447908873959,7.025138362458416,3.5962032412620193,1.8053251941402948,2.6978527282908025,25.831357535421155,6.606692620433112,2.305972816118588,6.715640153571889,6.778760813640631,2.09143007387953,3.14207001892437,7.093884470509182,6.869423902568313,1.9942263588003402,7.647578230501373,1.313636424840518,13.142129882026092,1.9738353243572055,0.411336389598449,5.046065263052128,0.6046805463475987,9.720709721232609,7.436165609331646,2.1878429507764308,1.865350019724099,8.370302305194835,3.443004592112849,2.117217036115108,7.7215530403106065,1.1667639690732257,10.043802493041488,4.078610763857182,0.2512934500452794,9.982943468993044,6.330822013741029,6.818217623922673,1.3432306698422918,1.3736319611460008,1.8171514218410973,1.0469530848147945,2.72656245610657,2.3518496666437017,0.2286916135785614,8.83882809409513,6.793886457912331,2.505975944502681,8.04023212115965,3.7304779424350696,1.3461464391271234,4.303330521954256,7.19054160716502,6.656153627262196,1.3406723613048621,13.010770095337902,6.359909870112464,4.848138248577742,6.094387109946542,13.1381329206593,5.0750245138799706,4.699196372789416,3.0989043460078505,8.665906433701391,5.315761819341887,15.405916280874747,2.759445179616186,3.1074916213009582,9.801465253383109,3.7778805100790938,9.442202996450074,13.570647680305544,5.688280744259688,1.4589291476506894,4.930263446611923,2.538935405152095,3.8010917704868343,4.437529232500219,1.3171614946750527,0.5146541947129416,1.224883417386713,0.4773444325141041,3.620786917679012,7.3428171938650255,10.951590472697255,9.318854832619346,5.523698385930283,0.670964831589623,4.895113343945286,12.66317055518679,2.8022490145430234,0.6612323543105703,6.871484535997367
2020-04-16,8.414876525873959,3.3945775624217487,4.349807975529847,2.3528734884852,4.877687736259169,3.380229478252087,0.7329720050213521,1.1732544811400587,4.667743322739448,11.457974851408677,25.18450097020529,14.735057446936446,4.546713020597422,8.041492390218437,4.438914805857556,7.493401174216989,0.04923704384499258,3.3647488390669147,3.3764141827083316,0.443172938423871,2.560441868041896,5.434266873511777,5.219703109869618,4.762029538961388,4.355935874197751,2.4191887408858546,6.4052447284117005,3.3815418035323175,7.5636283600312675,3.867996735969751,1.8312655117278531,2.752293484188965,23.82803319040842,6.648905120689623,4.435724061091043,6.7461738524012755,6.9318994813879335,2.230508309079382,3.3751478644685897,8.54450835291,6.547198049919996,2.028487163145106,10.463200169496394,1.6766333422620312,12.994404678283928,2.3415123838468554,0.5622422471634433,6.542740180051662,0.6858027058799824,10.391594122357647,7.800545357289601,2.3206688725323867,2.110856220903301,9.740007911312679,3.696733310883175,2.2914093369839073,8.606436841354878,1.3002856240915535,9.823369684773354,3.650647845489985,0.26335100575605175,11.611931314616937,7.0651015822906045,8.024450149727606,1.768052039033563,1.6308631726580887,1.9970902420630117,1.053215254770401,3.073638936148426,2.650394755811769,0.43835175490657036,9.235074318078913,7.485705330945643,2.5611107696767035,7.203923058618308,4.127012103359025,1.6161803876099334,5.421314453490744,6.018345169607324,6.763056944382262,1.3609118548976988,12.987051719737043,6.130979739504132,5.556548969590295,5.0502725326888305,13.808134549752191,5.167210901912944,4.899010954085536,3.6947921183072108,8.076360026572594,5.54202416657763,15.605292459627837,3.2469660482340457,2.472488818019277,9.950234973402786,3.6322060851023665,9.395009755148909,12.378691785154421,4.484989221712639,1.4792550067723214,4.753405241067776,2.4315725896210783,4.1737487503179445,4.389449571862196,1.3987757971789823,0.6202497471657539,1.3513870026259072,0.6596893649241616,3.271270790289438,8.13587764611859,11.396422443601692,9.877464299789795,6.312466493386763,0.7565686269067099,5.184328234522602,14.230550035758956,2.6690919288278714,0.7926843882657927,5.6914501689657655
2020-04-15,8.339114441447762,3.2265716611386663,4.4540142156024976,2.5073022226315502,4.800099542256102,3.2687164192481597,0.9364246428362458,1.4036384061134832,5.660142585028234,11.543476743948325,26.224842064012183,17.654675551402164,4.901836604121653,7.893137341822916,4.749957260489072,7.400171777065068,0.09847408768998515,3.043264154284131,3.8037824903699744,0.6129466964260644,2.0227669693841266,5.541615280489487,5.677562398776563,5.823693541252643,4.959315059348923,3.0472987925141894,8.435642985297006,3.7338532294198146,8.52582934020294,4.2383603162592225,2.058590100939687,2.8774075636469165,20.921839346435863,7.346317717323288,7.287147582160684,6.875693613473681,NA,2.3796874239423005,3.7928697044627313,8.350821672896869,5.771977444425769,2.305598627057696,11.503943701789503,2.158685520511298,13.782462490287598,3.4279066036674446,0.7832076956048631,8.377280905907533,0.8737541952330267,11.170969163921463,8.314232812468221,2.4494421022557797,2.467275087089719,10.949674012335946,3.9512942116395258,2.501366523800456,9.969644128574219,1.5337191729097273,9.262299025740983,3.285332377172545,0.2768258367054817,11.385507786597422,8.072386275893773,8.896523260127198,2.161006842746264,1.7942264477182428,2.3899510159855066,1.254347298618419,3.225129175825551,3.636260952845157,1.496100272768312,9.934599462584607,7.876130122500391,2.2750955303841116,6.728495827547938,4.662630295074743,1.90863439596336,7.283098546859423,5.230214673173779,6.568577833977359,1.4170727719540126,12.440432117768449,5.646576037450661,6.844978443022527,4.648807520675661,15.431263907392113,5.1463101734239585,5.369435445836923,4.315723245130232,7.871861462858003,6.104320583997169,15.815601893445294,3.2740207181313354,2.9190666810432253,10.404674940348505,3.5606275051450607,9.14697748924244,11.860687964886123,3.275002608408406,1.7505550593618802,4.458860201468351,2.5104538809711827,3.8580507203842465,4.748153713130414,1.64074203578853,0.6915631135780679,1.5243414794583614,0.9072013421549027,3.0142485492420676,8.974922131774703,12.257031471393187,10.514217624218306,7.102042716726668,1.4866614514566094,5.64096316642498,14.532817663650592,2.4663454649947867,0.9020189390346989,4.463719161445605
2020-04-14,7.997089098209752,3.09183227476438,4.880707645569478,2.811439807255548,5.232170493030523,3.279612691252306,1.1604878378613643,1.6901298591636953,7.024727265617721,9.6824041951915,28.475595938446702,21.33637576781714,5.3178708370092975,8.204397577998446,5.236665843898384,8.067282110609808,0.14771113153497772,3.0049276176928874,4.196432145660545,0.842812045699648,3.2982761092746817,5.973338152092578,6.4018376343836,7.369722741582933,5.625072513165774,3.6915057111946905,9.416823371553896,4.213104775868144,9.673493602170543,4.685338640127923,2.7178500787309767,3.2645869251757795,NA,8.028252901646098,11.590100056214814,7.016556038483783,NA,2.5395870370454654,4.469130778385562,8.690068169585034,5.790956677181984,2.811482804432789,12.697623860476044,2.5474449481989847,13.08229067491106,4.539397482912248,1.0746342914633722,10.281332916674664,1.139268917865725,11.662318981026091,8.730102350887277,2.6011392322104663,3.053368000899052,11.584406617605454,3.97446723858809,2.706806476088941,11.177125043518918,1.6832296014946662,8.137901052145477,3.019590949253977,0.3033457993356044,11.918187708224984,9.236118464781555,9.575573990759604,2.7607318355532984,2.2170169715850654,3.015689804128422,1.6202616030614052,3.3108973027467403,4.493336253347262,2.6606080058750945,10.653291594458736,8.59480052845225,2.2703702119607185,6.754373318424182,5.151754866533964,2.3141424279767544,9.886260099015416,4.891546976413815,6.632623855269111,1.4465300470307474,11.305811224981909,5.309790740084175,8.062749214626255,4.173435216981399,17.53246043615387,4.787610900639734,5.920214529096834,5.2289806204365,7.728832749898795,6.654865152643419,15.995481614321672,3.551896832265148,4.0583253190537905,10.362743142829174,3.540400411677521,8.738355138158676,11.666996326935694,3.6680943540562394,2.1317382416658073,4.410247155122267,2.826439310553197,3.177882117697147,5.458801609955525,2.0671725478728606,0.6778144654085253,1.9015421060918136,0.9725707546358672,2.8494757765094767,9.877507252638258,13.051276173620098,11.181940570140547,8.052769311661397,2.0604315867953713,6.250310492539583,12.821775279246054,2.132017955737727,0.9875711006948359,2.8494151055846664
2020-04-13,8.176295117956618,3.0156206030983532,5.102048517854185,2.898045586336432,5.245333581549875,3.293475009534171,1.3945446725014927,1.9905124997121677,8.782554292098066,8.04756799763926,30.571627797101247,24.29252412016966,5.862639177030464,9.019123483078525,5.985830363021287,9.51690735983904,0.14771113153497772,3.298847333384806,4.960180185457548,1.02012973330472,3.7843552647317535,6.4891364144132435,6.98326446472554,9.159946278284632,5.865664706409642,4.207437696215684,10.422399343890199,4.462477210050693,10.957227103359342,5.191916494108543,3.3839369083284034,3.950026386241593,NA,8.57398519530593,13.33596723817762,7.436227890883622,NA,2.7730994904600736,5.137198466209266,7.428964917392526,5.319473327248543,3.3848691503616988,13.63390298186733,2.999996042010459,13.407759121863412,5.257938407086031,1.4165249730496265,11.254627572329934,1.3781928663485192,11.917606382972382,9.080279860964417,2.761407431432531,3.8682742476802736,11.229012607399664,3.963398073419818,2.8117418000355388,11.200934041871252,1.8367913739113062,6.787933119090236,3.2221295035788224,0.33974522681322245,11.344064770064385,10.358399199643424,9.733733889229645,3.042598667712985,2.477143769884497,3.5847654330258827,2.1651624564352914,3.3968543762502725,6.43671902740471,4.28652520419525,11.609497353373584,9.13813784505128,2.3051708686907904,6.78211411598549,5.365773067070112,2.815562698126306,12.342600444459938,5.111010396719669,6.442957819813648,1.6122062057986348,10.744912213631638,5.472011666597609,8.675146240979277,3.5783574641592875,19.975767108349576,4.387296815224199,6.691871843960355,5.835890569420932,7.956255357674695,7.440509114113499,16.210498432205448,3.112057954104408,5.330722371130429,9.970753915229272,3.7351317466418323,8.63953464618088,11.53267788663741,4.612702362408634,2.606234427644812,4.150438551416909,3.2216860762916597,2.507160022558471,6.290535385970619,2.560486251894889,0.6645719725610159,2.244824409035292,1.164482116611465,2.775759892367069,10.717894852823543,13.547970190601921,11.827875889376148,8.480715406799103,3.0086044408233072,6.884045549250446,11.49568983159551,1.8526595371720633,1.0512909260883403,2.139246394548818
2020-04-12,8.152564752605373,2.9259499853311186,5.495246280380724,3.2162899816393566,5.6376823662023305,3.0599080745291607,1.6217617402854694,2.2360472507317506,10.198177864438485,6.430474672812621,NA,26.40467998467139,6.113136126981662,9.628052174470403,6.4512341954391745,10.959312598826388,0.14771113153497772,3.5373540840735185,5.42870170735313,1.0273771433755814,4.585637934838978,6.792030843031371,7.4769678070498795,10.47789147234622,6.3403719808530505,4.263871672668758,10.736870532101069,4.664864143229715,11.724778652826291,5.601103746821827,4.014308281443024,4.819685646896439,NA,8.579746285865449,14.457296231974167,8.052701366768819,NA,2.909896773213605,6.2233919143986975,6.278778576600145,5.617579060619112,3.8050535469287197,13.458148126877896,3.12256451115717,12.619982745776152,6.061043579711815,1.7936103239464485,11.229393578012367,1.8029831666730889,13.295021599109972,9.096695314409457,2.976725316880365,4.9059958860093,10.644463439847485,3.978106423135297,2.813809637218364,11.330845969779979,1.7498808018953242,6.240263951962977,4.167619346518769,0.3796632924236191,12.183523454654951,11.544135858892142,11.731714177905017,3.1207621015440687,2.8310206376544578,3.973318272681814,2.558096742351538,3.4981580061684836,7.741512267476458,5.449764804088364,12.237020728673905,10.10114335669509,2.823146389924728,6.962745580804734,5.384937879466493,3.5190356093939057,15.617781877352076,5.504844461825109,5.896832367622433,1.7687834796800954,10.256403159572903,6.488278096659128,8.752681010918284,3.6069687909762984,21.06845081010221,4.485263669945157,7.3038716930792225,6.277636764479359,8.454390984114484,7.550582132964238,16.562658425705607,2.9927942167554975,5.424829104585919,9.225497498600413,3.7413295172040137,9.134649326240352,10.71599003459871,6.49324588061629,2.9225649184076405,4.030159015324397,3.541979033487445,2.087508864555976,6.904221980841478,2.9231058800391305,0.7637295835608349,2.5597715215986083,1.1132850006569346,2.8522276848229167,11.339652829073522,12.80737838916537,12.53076635143912,8.882289043651484,3.307725495653154,7.490054971629882,11.468403360952006,1.505952351080005,1.1187679583930448,1.8736033883649676
2020-04-11,9.026448123980924,3.294153105269911,5.644512436804254,3.6765163347817653,5.206262910221045,3.1093296959290604,1.8046022422998502,2.363583668444972,11.295827696203068,5.8438368494516,NA,27.416278105416545,6.216583094841936,11.154385808727133,6.736464098753192,11.691871286012923,0.09847408768998515,3.8762827401889335,5.948959969456413,0.9185130316205307,4.963715988682156,7.926288473828946,7.604403307126255,10.57793259092162,5.600996853542488,4.30438107332128,11.458239354751313,4.673269318498223,12.147986313218295,5.830795917517658,4.305321029264442,5.67115175548744,NA,8.87006955676893,12.015706958852064,8.83982027371814,NA,3.043644728775489,6.728960031305283,4.844782738166901,5.800597934138681,4.047591199247928,12.948198634358343,3.2091008809175627,12.669746476561057,6.1191871126203985,2.132929055862872,9.934180993945192,2.3551886610024386,15.048846971830873,9.21408571864888,3.227839149435785,5.97595016304638,9.412186109410502,4.340918285772906,2.808824524768627,10.23099724711481,2.0511800266459637,6.776941473844511,5.872905302772853,0.43712408021405746,10.73634310183204,12.5494489726853,12.946133491585362,2.940061037368421,2.6477727614748092,4.212871152856261,2.781263111135912,3.6840619932135388,9.20269235960407,7.455097812134833,12.879583711075352,10.729532666116574,3.548707150131795,7.419879142693153,5.401788879390579,4.413250919945488,18.79970194978484,5.903475865073308,5.847127039837134,2.0598663429348685,10.41527224815751,7.966398238884099,8.61505180873762,NA,22.439582349290923,4.938084121117181,8.095976294885254,6.241151978839025,10.021595480191866,7.618037767701447,16.70104092433037,2.262088388278949,5.4780353962428014,8.81309234349746,3.505442570832732,10.411974653486947,10.256490594967035,7.581311847375738,2.997954046958662,3.904654099681948,3.7679502342516193,2.144204352636536,7.191421196351677,3.106010237045583,1.010420236565146,2.8127955617518094,1.127171261885107,3.0188001419968544,11.758193022775536,11.271406568182321,13.49828197126664,9.013925368460484,3.3554310804060274,7.992948720755059,13.547791097050451,1.5445951791111412,1.1843823745937065,2.470418975289316
