Date,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cameroon,Canada,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Diamond Princess,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Guyana,Haiti,Honduras,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,South Korea,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Malawi,Malaysia,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Montenegro,Morocco,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,San Marino,Saudi Arabia,Senegal,Serbia,Singapore,Slovenia,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan*,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,US,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Uzbekistan,Venezuela,West Bank and Gaza,Zambia,Zimbabwe
2020-03-10,,,,,,,,,0.09402102849732753,,,,,,,,,,,,,,,,,,,,,,,,0.00826262753809163,,,,,,,,,,,0.010464680426863946,,,,,,,,,,0.39273953177992654,,,,,,,,,,,,,,,0.22153431024886225,0.23837684976040027,,,0.3375744456282752,,0.130951431312777,,,0.08694402420103729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.11565427610880508,,,,,,,,0.6471173359009654,,,,,0.2457309396155174,,0.0,,0.0,,,,,0.1948630005525469,,,0.43096908110525556,,,,,,
2020-03-11,,,,,,,,,0.08765485696424154,,,,,,,,,,,,,,,,,,,,,,,,0.007420537420261657,,,,,,,,,,,0.02436176446065136,,,,,,,,,,0.37768836118314675,,,,,,,,,,,,,,,0.23241492244369008,0.19057988576655982,,,0.3194102088918969,,0.18293484969353993,,,0.08178557306150507,,,,,,,,,,,,,,,,,,,,,,,0.3797296614612149,,,,,,,,,,,,0.04956611833234503,,,,,,0.1700278569071192,,,,,,,,0.5542922120960839,,,,,0.2949155870537686,,0.0,,0.0,,,,,0.1964742355200854,,,0.35666163421701463,,,,,,
2020-03-12,,,,,,,,,0.05737554272064669,,,,,,,,,,,,,,,,,,,,,,,,0.006318874907293268,,,,,,,,,,,0.028994125805247167,,,,,,,,,,0.3500413544695684,,,,,,,,,,,,,,,0.22994897404342043,0.14125000398709783,,,0.2964869086722688,,0.21964607013933,,,0.07445140421127322,,,,,,,,,,,,,,,,,,,,,,,0.3439063198206073,,,,,,,,,,,,0.19266471159686502,,,,,,0.2651628193279505,,,,,,,,0.48984812871691014,,,,,0.340235295404766,,0.0,,0.0,,,,,0.1859849712998116,,,0.2976327429254401,,,,,,
2020-03-13,,,,,,,0.1486983549970351,,0.01912518090688223,,,,,,,,,,,,,,,,,,,,,,,,0.005290302240870181,,,,,,,,,,,0.03053824625344577,,,,0.1486983549970351,,,,,,0.3492386163464672,,,,,,,,,,,,,,,0.21787960544859852,0.11109603947769549,,,0.2777069119692899,,0.21657522001408694,,,0.06491311840676338,,,,,,,,,,,,,,,,,,,,,,,0.3118912890442979,,,,,,,,,,,,0.362703646522826,,,,,,0.3415407140834601,,,,,,,,0.4910273674362416,,,,,0.4001929449644661,,0.0,,0.0,,,,,0.18584713864463676,,,0.3025401460258205,,,,,,
2020-03-14,,,,,,,0.1486983549970351,,0.006375060302294077,,,,,,,,,,,,,,,,,,,,,,0.0,,0.00459279610464608,,,,,,,,,,,0.03105295306951197,,,,0.1486983549970351,,,,,,0.3140208061996042,,,,0.3509600385206135,,,,,,,,,,,0.20879308415543005,0.09753443550392162,,,0.25570074027205375,,0.1860616819812905,,,0.06533712229558879,,,,,,,,,,,,,,,,,,,,,,,0.337042953759469,,,,,,,,,,,,0.49793815974513406,,,,,,0.3074649365087021,,,,,,,,0.4968763661636216,,,,,0.40502540130806736,,0.0,,0.0,,,,,0.1862169178864943,,,0.32684477150495655,,,,,,
2020-03-15,,,,,,,0.1486983549970351,,0.002125020100764692,,,,,,,,,,,,,,,,,,,,,,0.10650263692429807,,0.004052003685574068,,,,,,,,,,,0.020787753182352348,,,,0.1486983549970351,,,,,,0.2643995477199354,,,,0.3906487566934103,,,,,,,,,,,0.20035649233687639,0.08180542769182675,,,0.23387824589566888,,0.1605375693627592,,,0.05962794691082135,,,,,0.2457309396155174,,,,,,,,,,,,,,,,,0.0,0.36176115768598244,,,,,,,,,,,,0.5856947518215126,,,,,,0.26444150920452425,,,,,,,,0.4895802197271962,,,,,0.3501942220967485,,0.0,,0.0,,,,,0.18325589539333884,,,0.362451030074316,,,,,,
2020-03-16,,0.0,,,,,0.1486983549970351,,0.036563787783018255,,,,,,,,0.10756634324829006,,,,,,,,0.1486983549970351,,,,,,0.2685800697194691,,0.003733627586965216,,,,,,,,,,,0.006929251060784116,,,,0.20563487358898813,,,,,,0.2576426100923028,,,,0.44035638879193023,,0.3195079107728942,,,,,,,0.1486983549970351,0.3797296614612149,0.1914125648212838,0.07383636937102674,0.1486983549970351,,0.23109032204624091,,0.13719587390700558,,,0.0490255892015796,,,,,0.08191031320517246,,,,,,,,,,,,,,,,,0.04956611833234503,0.422690475533747,,,,,,,,,0.0,,,0.5534718874813312,,,,,,0.2446137062900692,,,,,,,,0.5036930704289185,,,,0.43096908110525556,0.36666913500398285,,0.0,,0.0,,,,,0.19682768354304073,,,0.4379991177544735,,,,,,
2020-03-17,,0.04956611833234503,0.3195079107728942,,,,0.09913223666469007,,0.09760949534278114,0.2457309396155174,,,,,,,0.24688269588214032,,,,,,,,0.1486983549970351,,,,,,0.38800876589702743,,0.0037238479891794443,,,,,,,,,,,0.0023097503535947053,,,,0.2569579079924666,,,,,,0.21573662732439494,,,,0.4251936220250742,,0.359655744565108,,,0.0,,,,0.159633688603417,0.3750357207486113,0.18155239910249021,0.06627432235177101,0.1486983549970351,,0.2218686501098062,,0.11725010773367066,,,0.04674979338293594,,,,,0.027303437735057487,,,,,,,,,,,,,,,,,0.11565427610880508,0.4605964572475214,,,,,,,,,0.0,,,0.43016056451879575,0.3797296614612149,,,,,0.20002769059906853,,,,,,,,0.4801696864431327,,,,0.4972118117203071,0.3457359656324386,,0.0,,0.0,,,,,0.20624267500317162,,,0.48853928442146183,,,,,,
2020-03-18,,0.11565427610880508,0.283324669170617,,,,0.06120133595412954,,0.13166873511228377,0.33206931049788907,0.0,,,,,,0.3336546050354963,,,,,,,,0.1272894937305896,,,,,,0.4851903021075952,,0.003671514824475246,,,,,,,,,,,0.0007699167845315684,,,,0.24947326240783382,,,,,,0.1897008590827358,,,,0.3727479387736959,,0.29602792034111935,,,0.0,,,,0.13093460493271689,0.3734710738444101,0.17111689285297194,0.059790705154122215,0.1272894937305896,,0.19870258236291086,,0.08743537144930723,,,0.048039084427486646,,,,,0.028842426261289886,,,,,,,,,,,,,,,,,0.13768366203429175,0.44406982111345655,,,,,,,,,0.0,,,0.2996374349026982,0.22947347956364542,,,,,0.18054583884295106,,,,,,,,0.39267343951335204,,0.0,,0.49612913085635196,0.2698166892588259,,0.0,,0.0,,,,,0.2359136291027025,0.1486983549970351,,0.49920926431344265,,,,,,
2020-03-19,,0.13768366203429175,0.25109851138346967,,,,0.07671495944984222,,0.15501051421718764,0.3980024909028001,0.0,,,,,,0.42909544260846944,,,,,,,,0.0987443453753289,,,,,,0.5602625685133936,,0.0034191983743803145,,,,,,,,,,0.43096908110525556,0.00025663892817718946,,,0.08447177119769855,0.27157070426541513,,,,,,0.2616862885508644,,,,0.39385650977625564,,0.17639934884528433,,,0.0,,,,0.1602524646370611,0.40092002088700535,0.1591834544489038,0.07520874771816148,0.0987443453753289,,0.1867395696019993,,0.07623754639447104,,,0.04739621819967222,,,,,0.04909670278630474,,,,,0.3195079107728942,,,,,,,,,,,,0.17737098554894806,0.43097000788087,,,,,,0.18466445254224406,,,0.0,,,0.18861922157404373,0.1482020553534085,,,,,0.19333681029699687,,,,,0.0,,,0.3404398128142585,,0.0,,0.43335525226238186,0.27933843551230475,,0.04956611833234503,,0.0,,,,,0.2820961781766135,0.18104254986986254,,0.4965993724738929,,,,,,
2020-03-20,,0.14502679067612065,0.2593079930321401,,,,0.10329502854819195,,0.1747798064338919,0.34856675193148906,0.0,,,,,,0.5566334060608756,,,,,,,,0.08922929592357533,,,,,,0.5232207457846746,,0.0030398518723667345,,,,,,,,,,0.3742434702781088,0.009107575339176317,,,0.1901104541008564,0.32360275883317474,,,,,,0.314514192834181,,,,0.40186788983912286,,0.17556829140032215,,,0.0,,,0.2457309396155174,0.17002508453850917,0.450242060191447,0.14441336922171558,0.09971063986510632,0.08922929592357533,,0.17839919498438728,,0.07132736205842004,,,0.05234003123303869,,,,,0.05584812829464303,,,,,0.38491079601872885,,,,,,,,,,,,0.22294428825999427,0.41542496244805216,,,,,,0.18466445254224406,,,0.0,,,0.12946357184231091,0.1004693170643239,,,,,0.21854355396562164,,,,,0.0,,,0.3179781519248359,,0.0,,0.3677563754483108,0.3293945358026212,,0.11565427610880508,,0.0,,,,,0.2953183840330008,0.22416814303363244,,0.45367653550831816,,,,,,
2020-03-21,,0.14747450022339695,0.2991659219667954,,,,0.13356391284742072,,0.14301821156706826,0.320983224420353,0.0,,0.0,,,,0.5777811133165253,,,,,,,,0.0860576127729908,,,,,,0.4071051078275252,,0.002782394390010366,,,,,,,,,,0.3269595052148499,0.021079916505959948,,,0.3168729242729493,0.3293558591392763,,,,,,0.32408147921504304,,,,0.3640997687521894,,0.2290443283912744,0.0,,0.0,,,0.33206931049788907,0.16779596402592944,0.5074983545722124,0.12827905381336743,0.11289380930053683,0.10746647403943632,,0.1741659200789293,,0.0654366186472312,,,0.06027045878548543,,,,,0.05809860346408913,,,,,0.4721146430131751,,,,,,,,,,,,0.2057911942908489,0.38792112438584514,,,,,,0.18466445254224406,,,0.08191031320517246,,,0.12794700893818653,0.07190641512688861,,,,,0.22860396633302107,,,,,0.04956611833234503,,,0.3034747533377107,,0.0,,0.2952489838677401,0.34080274609895883,,0.13768366203429175,,0.0,,,,,0.2994568030924752,0.1847902846156161,,0.3888186491183101,,,,,,
2020-03-22,,0.14829040340582236,0.2763170684345144,,,,0.14365354094716365,,0.08131296458989404,0.37063215777637376,0.0,,0.09913223666469007,,,,0.5061346443464422,,,,,,0.9036539387158786,,0.0850003850561293,,,,,,0.3318316873189373,,0.0025067641161281534,,,,,,,,,,0.34125411349269635,0.025070696894887824,,0.2457309396155174,0.44816388659428713,0.2911218977335847,,,,,,0.36594190868008564,,,,0.34084268993242556,,0.2506945708647772,0.0,,0.0,,,0.41293718439923227,0.20824001770252187,0.42937365381316145,0.11301029789364873,0.1262884099954538,0.16729858955066293,,0.16566496643370876,,0.07134455066969013,,,0.060880046586485236,,,,,0.058848761853904495,,,,,0.43577970676548916,,,0.3797296614612149,,,,,,,,,0.16772930142830636,0.3392824674135501,,,,,,0.15896508277759272,,,0.25287011130864845,,,0.13426739105767693,0.08002577805269175,0.6952182030724354,,,,0.1964157803158891,,,,,0.14799847098163252,,,0.2916076583667322,,0.0,,0.2473681191548963,0.3242526546708308,,0.14502679067612065,,0.0,,,,0.97435048583482,0.32453650193050326,0.11791127567033773,,0.37711195109244305,,,,,,
2020-03-23,,0.16603773079476292,0.21056175452828474,,,,0.14701675031374462,,0.05728237070541709,0.37490442566690746,0.0,,0.16452051042574753,0.2457309396155174,,,0.457415179401553,,,,,,0.6771971912245659,,0.056490718751275946,0.3195079107728942,,,,,0.2747127938073206,,0.0021656836430213127,,,,,,,0.0,,,0.38995914404703674,0.042025902590006305,,0.2457309396155174,0.5172850114750023,0.27421873707033845,,,,,,0.37948664225287443,,,,0.3250031640689051,,0.2667542173305697,0.0,,0.0,,,0.4801853066363814,0.22720802940778176,0.2695983341506934,0.09881921869308802,0.14088407972185046,0.19923132723614145,,0.15600955772312297,,0.07673301647890796,,,0.05836373352650232,,,,,0.03935753430090556,,,,,0.30132865751180615,,,0.45707312985538845,,,,,,0.0,,,0.17251736346892424,0.3098186845533723,,,,,,0.1267852015429206,,,0.37160275783971985,,,0.13546155457254835,0.1090948921186149,0.6468107295403142,,,,0.1538284695745561,,,,,0.23774577379001471,,,0.2891346241282482,,0.0,,0.23869725755711427,0.30193094401234166,,0.14747450022339695,,0.10650263692429807,,,,0.914779580589412,0.32513485864732544,0.09561827268857827,,0.32967824252832917,,,,,,
2020-03-24,,0.18942886625254185,0.16993644105710018,,,,0.1708145963657304,,0.047857432947860344,0.371818731662287,0.04956611833234503,,0.24325312027138637,0.3149895039498755,,,0.41610262427922695,,,,,,0.5264352441101071,,0.018830239583758648,0.3195079107728942,,,,,0.23740023537899546,,0.002029174726949794,,,,0.1486983549970351,,0.0,0.0,,,0.36404099592756184,0.06330258338718832,,0.2903971802307499,0.49349664586811937,0.2531269302571544,,,,,,0.32448521785566936,,,,0.28885769045288473,,0.27858598999320666,0.0,,0.0,,,0.43476350569704447,0.20656345385210154,0.1889023954439161,0.08708195146682883,0.13700524565095562,0.20987557313130098,,0.14576550622467657,0.0,0.07423183999978973,,,0.05853253143759557,,,,,0.041276435166201365,,,,,0.19957512250195877,,,0.47807741599590403,,,,,0.3195079107728942,0.0,,,0.17411338414913022,0.29137451966264677,,,,,,0.1297692450476116,,0.28473515712343933,0.43942946848512454,,,0.15067532698337627,0.16215097539959908,0.5816465535211833,,,0.0,0.12545355569403613,,,,,0.3123277820080413,,,0.28322063478207565,,0.0,,0.27248413356089746,0.25906697095662695,,0.09872428507347734,,0.24850615282336216,,,0.3195079107728942,0.7796159354929469,0.30741622548509157,0.09588546237818896,,0.2643438916028172,,,,,,
2020-03-25,,0.21209474661649685,0.1385210702050813,,,,0.18787410089227183,,0.06890729522273796,0.3961435903791901,0.14799847098163252,,0.29408964727239156,0.2986145331308406,,,0.35122278061897383,,,,,,0.43756169632300246,,0.006276746527919549,0.30791699288974256,,,,,0.19574100811915396,,0.0019816727004411928,,,,0.09913223666469007,,0.08191031320517246,0.04956611833234503,,,0.3089346560541731,0.060961019921413596,,0.3499521677177266,0.42553660300727825,0.21912908186199287,,,,,,0.2711890114403072,0.0,,,0.26698187073920243,,0.24134282036663332,0.0,,0.0,,,0.3027158587392893,0.25921700449346935,0.15662927245537642,0.07971762366129198,0.13721351573525453,0.3007110875449886,,0.13010574756780033,0.0,0.06631995528446889,,,0.05673303935245938,,,,,0.07007332585386615,,,,,0.12403657767953451,,,0.45278681412196903,,,,,0.3149895039498755,0.0,,,0.20651861841860786,0.27460770398248374,,,,,,0.14238865168056059,,0.2490649268417894,0.490287533835307,,0.2457309396155174,0.1666895276122177,0.21757511448104427,0.4813702932678187,,,0.16382062641034492,0.07324370818840667,,,0.3195079107728942,,0.37434217485817056,,,0.27587000750513574,,0.0,,0.29769992789932415,0.23207123951720923,,0.03290809502449245,,0.2958406581230502,,,0.37673555111312157,0.6735873925810919,0.31099974364062294,0.1036727162915897,0.0,0.22522027645142936,,,,,,
2020-03-26,,0.25911119900163615,0.11159301556804917,,,,0.209928959191643,,0.11083467549491384,0.3756031501991817,0.21315345007088912,,0.2540986376807736,0.23362113369790105,,,0.3097827143227429,,,,0.2457309396155174,,0.3740861638456168,,0.0020922488426398495,0.25624372417928515,,,,,0.18411674762949168,,0.001759373831464979,,,0.2457309396155174,0.03304407888823002,,0.1911240641454024,0.11565427610880508,,,0.29556531095651145,0.05074670836798664,,0.39704146026695564,0.33506709790642786,0.19171519860291375,,,,,0.3797296614612149,0.2533812398901997,0.0,,,0.2739777533666243,0.3195079107728942,0.1743326619882797,0.0,,0.0,,,0.20380221198967022,0.2908602794904684,0.14587156479252986,0.07535364406800331,0.1492723752127599,0.384506741940257,0.5157165665103982,0.11671676993854847,0.0,0.054448460733067895,,,0.051355809767800464,,,,,0.1010811506828666,,,,0.3195079107728942,0.09394647028405713,,,0.3607368546592138,,,,0.1486983549970351,0.2934094514460957,0.04956611833234503,,,0.3073677364254479,0.2611676460293162,,,,,,0.17071014650373986,,0.22186692647406636,0.41724501332040753,0.2457309396155174,0.18042732190750152,0.17380392536948516,0.21975964271807022,0.42123684580165005,,,0.2430198255995855,0.030951767845125776,,,0.06335282468967278,0.0,0.3854237648280132,,,0.2576817422945424,,0.0,,0.32896310530235034,0.20823969551223212,,0.01096936500816415,,0.3316927434523864,,,0.31880099573847076,0.4843161606846514,0.31061524463023527,0.10626846759605661,0.0,0.2146372246200892,,,,,,
2020-03-27,0.3195079107728942,0.25991451458532056,0.10433823182254774,0.2457309396155174,,,0.2755742506234134,,0.13044379870765024,0.31143055802539793,0.25946410015310023,,0.18383178255828128,0.18077063697587414,,,0.31324196310907443,,,,0.3149895039498755,,0.3129164116969712,,0.0622522337949613,0.21885422402274446,,,,,0.19577683521296774,0.3797296614612149,0.0015407461442716564,0.2457309396155174,,0.30747698677876345,0.011014692962743341,,0.2721948884073782,0.1700278569071192,0.3797296614612149,0.5518455739153598,0.2785268796006793,0.04734193785017766,,0.473886042876604,0.2532355538217084,0.16423923377111227,,,,,0.46911613232370897,0.23798119620363942,0.0,,,0.28497763647871616,0.28004675184240657,0.14738134797753685,0.0,,0.0,,,0.1353257798203726,0.23861745005809362,0.14336717927621312,0.07153897762481874,0.14198608012682537,0.4072527371443826,0.60107340851495,0.10990467805514868,0.0,0.04479380058656843,,,0.05026909469873758,,,,,0.13282595355897894,,,,0.39167024460955374,0.13466402348058595,,,0.2372312353723538,,,,0.04956611833234503,0.310808424330628,0.11565427610880508,,,0.3896360390269131,0.2516884851205115,,,,,0.2457309396155174,0.19100458912682405,,0.1804567314786646,0.28254680182605635,0.2457309396155174,0.20438230794426013,0.16529911348995796,0.19187592998517455,0.3885147931100854,,0.5401762375890555,0.29401188238179127,0.02000081400335589,,,0.068721008175063,0.0,0.327371580988048,,,0.23482193573934165,,0.0,,0.3470465017126873,0.18870564515739052,,0.0036564550027213833,,0.3807971620062856,,,0.2280760115073058,0.3248194577889671,0.3035751117558782,0.15318858348662137,0.0,0.22773071117928154,,,,,,
2020-03-28,0.3195079107728942,0.20324576785459567,0.10664380331663188,0.30747698677876345,,,0.29526965536068844,,0.14261350290057348,0.27598096318074544,0.29949330723296286,,0.13058465953470952,0.11132551093847913,,,0.3068773100077516,,,,0.28113917346937517,,0.27399755271128057,,0.1545484567078723,0.2296083630008455,,,,,0.19616180817769624,0.3033985860667239,0.001487127818913126,0.22222964371731488,,0.3280590024998455,0.003671564320914447,,0.36096454365794955,0.220496578712718,0.28900855539023995,0.5216313592202321,0.225037773065995,0.030993830147150275,,0.4970404369061774,0.2117324754151592,0.1497604918996379,,,,,0.545451990813749,0.21498056835079102,0.0,0.0,,0.28270894664474705,0.22743187326842307,0.13973680271027836,0.0,,0.0,,,0.10208382885278033,0.21657691923070665,0.15274226943892996,0.06789657127487729,0.12078735147929313,0.4318215842843815,0.5415182998311302,0.10367570576817357,0.0,0.04501482122199088,,,0.05070588398468092,,,,,0.16088291417914846,,,,0.38405952110918173,0.1745484877223307,,,0.18235874347887235,,,,0.04467929651001453,0.31660808195880547,0.13768366203429175,,0.0,0.407643653879048,0.241386424496437,,,,0.0,0.21338674474268995,0.17679331759640896,,0.1592844804909116,0.23292749397962043,0.19197788347624445,0.22473595889231088,0.15761271627097706,0.17958662182491347,0.34088015869761795,,0.4162601897303742,0.3764121198883612,0.016197703468127114,,,0.22726064530763745,0.028157257065899517,0.26578081532261333,,,0.21264552716105453,,0.0,,0.30993473214987627,0.18555693285305522,,0.001218818334240461,,0.31006438594389524,,,0.1978343500969175,0.2691934798542306,0.29418579830260777,0.22372638654717694,0.028157257065899517,0.23827923031661727,,,,,,0.0
2020-03-29,0.26257139218094117,0.1742496786055077,0.10569109268115064,0.41805421146480576,,,0.2632389022726687,,0.15134095770570224,0.2731940876601639,0.25589985766763074,,0.06326950019450724,0.05232168784325077,,,0.2765952294079767,,,,0.23403238833526743,,0.24513073554322076,,0.19600194142689845,0.24035674741062676,,,0.0,,0.20343206768236774,0.26828747565885824,0.0014272078952279482,0.24674007329074146,,0.2977659509627524,0.001223854773638149,,0.4076342352894869,0.26191180970037653,0.19374645039359137,0.4092032078863612,0.19290972425585215,0.010331276715716759,,0.4278494421272237,0.18054142661072456,0.14721145257150814,,,,,0.5005491827414614,0.19391949204176084,0.0,0.0,,0.27202162876054764,0.1580652866137092,0.1400467219099716,0.0,,0.0,,,0.0876241741884299,0.21768700416135098,0.15667293777977384,0.063463517053924,0.10327857458678093,0.4400111999977145,0.3943875500842438,0.09680856249344515,0.0,0.04292084882920245,,,0.048473888182101015,,,,,0.16362955629692577,,,,0.2624071976509219,0.20389694341611264,,,0.16091885706361408,,,,0.07120761296847054,0.31854130116819795,0.14502679067612065,,0.0,0.4015070196565668,0.2208443312468539,,,,0.04956611833234503,0.2145940456334838,0.17156587264282774,,0.1736284175498931,0.2367432203885662,0.09214988489131433,0.21645850748366946,0.15475198472524507,0.1742376798385379,0.29986507115989247,,0.3457897261198651,0.3792865420047589,0.020343637277867074,0.5157165665103982,,0.2958566157629963,0.06570026648709887,0.22027521788392676,,,0.18931447696765477,,0.04956611833234503,,0.24902861600308723,0.18956867215165543,,0.0674477507718906,,0.20152344106290446,,,0.14836441613335682,0.2486092922020756,0.2791189962954832,0.23552309939805458,0.1045844874150098,0.2414992347662205,,,,,,0.0
2020-03-30,0.13708991572599208,0.18205967518394375,0.1109865470699574,0.4177595629160327,,,0.24804740546915513,,0.12710038493491307,0.2589698325083744,0.17072151863765198,,0.02108983339816908,0.017440562614416923,,,0.25821446843790014,,,,0.2823644386943723,,0.2253252039271202,,0.2098197696665738,0.21159534734105975,,,0.0,0.43096908110525556,0.21202930017066404,0.24358236635359573,0.0013050380183731404,0.23639989889755678,,0.2780008485073527,0.0004079515912127163,,0.3291005571305925,0.2757168866962627,0.198379862240749,0.33271924093607025,0.18026911644673604,0.0034437589052389197,,0.38183371058978227,0.17221012856233156,0.14311639399241957,,0.2457309396155174,,,0.3728863061791528,0.17671836026610607,0.0,0.0,,0.25532963809526016,0.08311479726541851,0.13953427932739257,0.0,,0.04956611833234503,,,0.0902188295640821,0.18428086755596906,0.14487407920975445,0.058388603686032624,0.08928188285768657,0.3908834808953712,0.28580889100868717,0.09133716574922308,0.0,0.03857337318385057,,,0.04605715985062758,,,,,0.1470697440080528,,,,0.1765108224560339,0.21151760158751287,,,0.14171790275565888,,,,0.11893460604920014,0.33295710659994365,0.20441101881534998,,0.04956611833234503,0.35846287585973907,0.20163916810292892,,,0.2457309396155174,0.11565427610880508,0.21499647926374843,0.19291945852337355,,0.20763143768662007,0.2616865674509199,0.030716628297104778,0.2351489426031577,0.1509935003601872,0.16744960297645348,0.2609600258660949,,0.31431051534134946,0.34657377493075286,0.033156550961402735,0.36916137127422816,,0.45215521770937955,0.07821460296083199,0.19740152161008348,,,0.16420620614330425,,0.11565427610880508,,0.20699082694453388,0.18447000307399755,,0.15656553957825106,,0.19290896585633643,,0.2457309396155174,0.11816376756258824,0.23823699800629947,0.2667199328270155,0.24113827303106303,0.18381328700398616,0.24758916051522661,,,,,,0.0
2020-03-31,0.04569663857533069,0.17238356226613408,0.1349168249303893,0.36602986051588854,,,0.2198763465777106,0.2457309396155174,0.09477551795426575,0.22448927943522126,0.12861806837807735,,0.00702994446605636,0.0181926173170217,,,0.2516012835852948,,,,0.2963331613536044,,0.21608879469749953,,0.23293602999745913,0.16074961592809814,,,0.0,0.3692230339420095,0.19292472942850714,0.25040933164316653,0.0012024007915021789,0.22823327008484304,,0.24682015730309384,0.0001359838637375721,,0.20883242237488756,0.25572625530909915,0.17995155305641844,0.31805034005689464,0.16641757311707975,0.007562878465565161,,0.3333517998479791,0.1842225740626449,0.13278900935483096,,0.3149895039498755,,,0.2814586011946234,0.16879133221867695,0.0,0.0,,0.237240728714783,0.05813130081598828,0.1325388760823071,0.0,,0.11565427610880508,,0.4757731615945522,0.11249257595574502,0.18000694988974733,0.12926684676862865,0.05396051783419887,0.07035433358835737,0.3343132186705034,0.21805621477327053,0.08444889613964474,0.08191031320517246,0.034981203806980964,,0.0,0.041447093389406574,0.0,,,,0.13806500457507753,,,,0.14125657358639562,0.18628990199753068,,,0.13032810066832845,,,,0.18859665988204963,0.32918756555432305,0.24168112118989182,,0.11565427610880508,0.24581810675453974,0.18576952964934643,,,0.2903971802307499,0.13768366203429175,0.2524905116629747,0.20106681897735204,,0.21357316950834238,0.27884391544632936,0.010238876099034925,0.2629297635273867,0.13883189315188424,0.18062104544519333,0.22499864455708032,,0.2971148780534212,0.39741556640266357,0.040145668420758195,0.34635841511892623,,0.7135169018439881,0.08238604845207637,0.16869743294660164,,,0.14463827434598295,,0.13768366203429175,,0.19029961889415914,0.17455611216049569,,0.1862714691803712,,0.19513043266828645,,0.23086210440415536,0.1248094886026378,0.23939145452847313,0.2584579913458656,0.27931820946383235,0.24968404579746592,0.25150738379987575,,,,0.0,,0.0
2020-04-01,0.04338946992434308,0.13497022773509304,0.18394415983173298,0.36886054327861406,,,0.1781417987410683,0.34700400399432124,0.09952556120183005,0.20364438138386667,0.09394132140588018,,0.002343314822018787,0.030822398663439346,,,0.24004846151105394,,,,0.2746938681573248,,0.22213466747140276,,0.19304553010754352,0.12017427636234117,,,0.0,0.2998963768936554,0.17426847320907235,0.25268498673969014,0.0012678492385597671,0.23969305819781414,,0.21992880541610146,4.5327954579190705e-05,,0.1423803843656638,0.21671851664055053,0.1511320070651828,0.326119847346082,0.15038943176059713,0.015350877149492764,,0.2436757177713881,0.198124752791022,0.11638650865929034,,0.43670447720442285,,,0.2122755987816544,0.17499705203177843,0.0,0.0,,0.22086980152202226,0.03459028446908715,0.12055746475906219,0.0,,0.19462018062624478,,0.5852948523760337,0.1330837857542113,0.22101698563279767,0.12071776664777412,0.05019392588535906,0.05859192748247375,0.28881863060929786,0.21034082457282702,0.07598455662423363,0.1911240641454024,0.03383122141286213,0.3797296614612149,0.08191031320517246,0.036290458546037414,0.0,,,,0.13506342476408575,,,,0.09712153789659798,0.14493080455624952,,,0.12581292926759383,,,,0.23968758554033545,0.2918490250184666,0.22951216492894685,,0.13768366203429175,0.15897084563461208,0.17014644265742693,,0.0,0.3499521677177266,0.14502679067612065,0.25782485104563585,0.18398649183634094,,0.2139563298563586,0.24363089223283377,0.0034129586996783086,0.27480805426309024,0.11856278086029141,0.21950654379244794,0.193720430332347,,0.2797479309172671,0.441554172415588,0.04926040279542592,0.3790905546758982,,0.6382461694048913,0.10518539154893668,0.13730178289698977,,0.3797296614612149,0.12952524300823295,,0.14502679067612065,,0.2030828067760075,0.16268676805054896,,0.19617344571441128,,0.19587092160560313,0.1486983549970351,0.17985096054462557,0.1306449194399392,0.25181451174743746,0.2481201431545057,0.2648547096229409,0.2962332891144181,0.24653123124291768,,0.1486983549970351,0.2457309396155174,0.0,,0.0
